Region_NUTS2;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
CH07;        2022;          51;25.12.2022;65+     ;           .;          52;          34;          71;           .
CH07;        2022;          52;01.01.2023;65+     ;           .;          52;          35;          72;           .
#
# Region NUTS2 (Nomenclature of Territorial Units for Statistics)
# Year: Year of the calendar week according to ISO 8601
# Week: Calendar week according to ISO 8601
# Ending: Last day of the week (Sunday)
# Age: Age in completed years
# NoDeaths_EP: Number of deaths in Switzerland of persons residing in Switzerland with extrapolation for the last 40 days
# Expected: Number of deaths expected this week compared to the same week in previous years
# LowerB: Lower limit of the expected range at 99% of the expected value
# UpperB: Upper limit of the expected range at 99% of the expected value
# Diff: Weeks when the number of deaths exceeds the upper limit of the expected range, the difference between the observed minus the expected number is shown
#
